run_name,config_path,model_key,dataset_label,stage_name,strategy,k,checkpoint_eval,estimated_cost,gpu_id,queue_order,manifest_path,suite_name,summary_path,status,has_checkpoint_metrics,has_training_history,cfg_data_source,cfg_data_hf_dataset_id,cfg_data_hf_split,cfg_data_prepared_path,cfg_data_min_responses,cfg_data_train_fraction,cfg_data_validation_fraction,cfg_data_max_train_prompts,cfg_data_max_validation_prompts,cfg_data_max_test_prompts,cfg_data_max_reference_responses_per_prompt,cfg_selection_strategy,cfg_selection_k,cfg_selection_quality_weight_alpha,cfg_selection_embedding_model,cfg_selection_score_source,cfg_selection_reward_model_model_name,cfg_selection_reward_model_batch_size,cfg_selection_reward_model_trust_remote_code,cfg_selection_n,cfg_training_use_lora,cfg_training_max_length,cfg_training_per_device_train_batch_size,cfg_training_per_device_eval_batch_size,cfg_training_gradient_accumulation_steps,cfg_training_num_train_epochs,cfg_training_learning_rate,cfg_training_weight_decay,cfg_training_warmup_ratio,cfg_training_logging_steps,cfg_training_eval_steps,cfg_training_save_steps,cfg_training_save_total_limit,cfg_training_gradient_checkpointing,cfg_training_lora_r,cfg_training_lora_alpha,cfg_training_lora_dropout,cfg_training_optim,cfg_generation_num_return_sequences_single,cfg_generation_num_return_sequences_multi,cfg_generation_multi_k_values,cfg_generation_max_new_tokens,cfg_generation_max_length_for_eval,cfg_generation_temperature,cfg_generation_top_p,cfg_evaluation_eval_batch_size,cfg_evaluation_embedding_model,cfg_evaluation_reward_model_model_name,cfg_evaluation_reward_model_batch_size,cfg_evaluation_reward_model_trust_remote_code,cfg_model_key,cfg_model_trust_remote_code,cfg_run_name,cfg_run_seed,created_at,checkpoint_dir,train_eval_loss,train_eval_runtime,train_eval_samples_per_second,train_eval_steps_per_second,train_epoch,reference_loss,reference_perplexity,single_response_chars_mean,single_response_words_mean,single_reward_mean,single_reward_prompt_mean,single_reward_best_mean,multi_k2_response_chars_mean,multi_k2_response_words_mean,multi_k2_semantic_diversity_mean,multi_k2_reference_coverage_mean,multi_k2_reference_alignment_mean,multi_k2_reward_mean,multi_k2_reward_prompt_mean,multi_k2_reward_best_mean,multi_k4_response_chars_mean,multi_k4_response_words_mean,multi_k4_semantic_diversity_mean,multi_k4_reference_coverage_mean,multi_k4_reference_alignment_mean,multi_k4_reward_mean,multi_k4_reward_prompt_mean,multi_k4_reward_best_mean,multi_k8_response_chars_mean,multi_k8_response_words_mean,multi_k8_semantic_diversity_mean,multi_k8_reference_coverage_mean,multi_k8_reference_alignment_mean,multi_k8_reward_mean,multi_k8_reward_prompt_mean,multi_k8_reward_best_mean,multi_k16_response_chars_mean,multi_k16_response_words_mean,multi_k16_semantic_diversity_mean,multi_k16_reference_coverage_mean,multi_k16_reference_alignment_mean,multi_k16_reward_mean,multi_k16_reward_prompt_mean,multi_k16_reward_best_mean,multi_response_chars_mean,multi_response_words_mean,multi_semantic_diversity_mean,multi_reference_coverage_mean,multi_reference_alignment_mean,multi_reward_mean,multi_reward_prompt_mean,multi_reward_best_mean,count_train_prompts,count_validation_prompts,count_test_prompts,count_train_pairs,count_validation_pairs,count_test_pairs,cfg_training_max_steps,checkpoint_eval_steps,cfg_training_checkpoint_eval_steps
gold_gens_llama31_8b_instruct_dkon_k4_gold_full,configs/experiments/publication_suite/gold_gens_llama31_8b_instruct_dkon_k4_gold_full.yaml,llama31_8b_instruct,gold_gens,gold_full,dkon,4,False,1.253,1,5,configs/experiments/publication_suite/publication_suite_v1_manifest.json,publication_suite_v1,/home/mahmood6/Desktop/projects/mrt/results/runs/gold_gens_llama31_8b_instruct_dkon_k4_gold_full/summary.json,completed,False,True,hf_gold_labelled_gens,tlc4418/gold_labelled_gens,validation,/scratch/gilbreth/mahmood6/data/mrt/gold_labelled_gens/prompt_pools_publication_800_64_100_seed7.jsonl,4,0.8,0.1,800,64,100,32,dkon,4,0.0,sentence-transformers/all-MiniLM-L6-v2,reward_model,Skywork/Skywork-Reward-V2-Llama-3.1-8B,8,True,64,True,1024,1,1,16,1,0.00012,0.01,0.03,5,100,50,8,True,16,32,0.05,adamw_torch,1,16,"[2, 4, 8, 16]",128,1024,0.8,0.95,2,sentence-transformers/all-MiniLM-L6-v2,Skywork/Skywork-Reward-V2-Llama-3.1-8B,8,True,llama31_8b_instruct,True,gold_gens_llama31_8b_instruct_dkon_k4_gold_full,7,2026-03-27T04:24:36+00:00,/scratch/gilbreth/mahmood6/runs/mrt/gold_gens_llama31_8b_instruct_dkon_k4_gold_full/checkpoints,1.6882576942443848,116.1014,17.64,17.64,1.0,1.4871187979308889,4.424329749425395,178.15,30.57,-0.25025390625,-0.25025390625,-0.25025390625,197.895,34.165,0.2978158903121948,0.7042684471607208,0.8221731072664261,-1.37369140625,-1.37369140625,2.9219140625,189.185,32.68,0.28596619188785555,0.7387873163819313,0.8225153294205666,-1.11589599609375,-1.11589599609375,5.7615234375,187.9425,32.5125,0.2958103758096695,0.7675154033303261,0.8216251394152642,-1.2385720825195312,-1.2385720825195312,7.70501953125,183.865625,31.703125,0.29343740522861483,0.7879595011472702,0.8224729797244072,-1.1031772518157958,-1.1031772518157958,9.19,183.865625,31.703125,0.29343740522861483,0.7879595011472702,0.8224729797244072,-1.1031772518157958,-1.1031772518157958,9.19,800,64,100,3200,2048,3200,,,
gold_gens_llama31_8b_instruct_dkon_k8_gold_full,configs/experiments/publication_suite/gold_gens_llama31_8b_instruct_dkon_k8_gold_full.yaml,llama31_8b_instruct,gold_gens,gold_full,dkon,8,False,1.426,0,8,configs/experiments/publication_suite/publication_suite_v1_manifest.json,publication_suite_v1,/home/mahmood6/Desktop/projects/mrt/results/runs/gold_gens_llama31_8b_instruct_dkon_k8_gold_full/summary.json,completed,False,True,hf_gold_labelled_gens,tlc4418/gold_labelled_gens,validation,/scratch/gilbreth/mahmood6/data/mrt/gold_labelled_gens/prompt_pools_publication_800_64_100_seed7.jsonl,4,0.8,0.1,800,64,100,32,dkon,8,0.0,sentence-transformers/all-MiniLM-L6-v2,reward_model,Skywork/Skywork-Reward-V2-Llama-3.1-8B,8,True,64,True,1024,1,1,16,1,0.00012,0.01,0.03,5,100,50,8,True,16,32,0.05,adamw_torch,1,16,"[2, 4, 8, 16]",128,1024,0.8,0.95,2,sentence-transformers/all-MiniLM-L6-v2,Skywork/Skywork-Reward-V2-Llama-3.1-8B,8,True,llama31_8b_instruct,True,gold_gens_llama31_8b_instruct_dkon_k8_gold_full,7,2026-03-27T06:20:50+00:00,/scratch/gilbreth/mahmood6/runs/mrt/gold_gens_llama31_8b_instruct_dkon_k8_gold_full/checkpoints,1.6608994007110596,119.7553,17.102,17.102,1.0,1.4651780474931002,4.3283138171235915,177.36,30.93,-1.714609375,-1.714609375,-1.714609375,188.865,32.5,0.3282323354482651,0.7009394988417625,0.8068230360746383,-2.52201904296875,-2.52201904296875,1.02927734375,190.17,32.55,0.33363866090774535,0.7404058450460433,0.8071162089705467,-2.5547747802734375,-2.5547747802734375,4.2614453125,193.42625,33.24875,0.32844778895378113,0.7797221356630325,0.8128352302312851,-2.3325103759765624,-2.3325103759765624,6.63414794921875,191.835625,32.94625,0.32757386803627014,0.8015925136208534,0.8110386341810226,-2.283791172504425,-2.283791172504425,8.32595703125,191.835625,32.94625,0.32757386803627014,0.8015925136208534,0.8110386341810226,-2.283791172504425,-2.283791172504425,8.32595703125,800,64,100,6400,2048,3200,,,
gold_gens_llama31_8b_instruct_dkon_k16_gold_full,configs/experiments/publication_suite/gold_gens_llama31_8b_instruct_dkon_k16_gold_full.yaml,llama31_8b_instruct,gold_gens,gold_full,dkon,16,True,2.214,0,4,configs/experiments/publication_suite/publication_suite_v1_manifest.json,publication_suite_v1,/home/mahmood6/Desktop/projects/mrt/results/runs/gold_gens_llama31_8b_instruct_dkon_k16_gold_full/summary.json,completed,True,True,hf_gold_labelled_gens,tlc4418/gold_labelled_gens,validation,/scratch/gilbreth/mahmood6/data/mrt/gold_labelled_gens/prompt_pools_publication_800_64_100_seed7.jsonl,4,0.8,0.1,800,64,100,32,dkon,16,0.0,sentence-transformers/all-MiniLM-L6-v2,reward_model,Skywork/Skywork-Reward-V2-Llama-3.1-8B,8,True,64,True,1024,1,1,16,1,0.00012,0.01,0.03,5,100,50,8,True,16,32,0.05,adamw_torch,1,16,"[2, 4, 8, 16]",128,1024,0.8,0.95,2,sentence-transformers/all-MiniLM-L6-v2,Skywork/Skywork-Reward-V2-Llama-3.1-8B,8,True,llama31_8b_instruct,True,gold_gens_llama31_8b_instruct_dkon_k16_gold_full,7,2026-03-26T23:47:06+00:00,/scratch/gilbreth/mahmood6/runs/mrt/gold_gens_llama31_8b_instruct_dkon_k16_gold_full/checkpoints,1.6418020725250244,121.3715,16.874,16.874,1.0,1.4461995170544832,4.246943369704627,202.18,34.34,-1.90369140625,-1.90369140625,-1.90369140625,202.875,35.09,0.31475379586219787,0.6970645827054978,0.815555554330349,-3.2245779418945313,-3.2245779418945313,0.2064691162109375,195.1425,33.67,0.33989522576332093,0.7439768102765083,0.8073325645923615,-3.2542396545410157,-3.2542396545410157,3.426220703125,197.1625,34.04875,0.3369263827800751,0.7777292808890343,0.8084682369232178,-3.0230567169189455,-3.0230567169189455,5.734619140625,193.76,33.448125,0.3331768012046814,0.805357523560524,0.8123240581154824,-2.7822781372070313,-2.7822781372070313,8.4264306640625,193.76,33.448125,0.3331768012046814,0.805357523560524,0.8123240581154824,-2.7822781372070313,-2.7822781372070313,8.4264306640625,800,64,100,12800,2048,3200,,,
gold_gens_llama31_8b_instruct_rkon_k1_gold_full,configs/experiments/publication_suite/gold_gens_llama31_8b_instruct_rkon_k1_gold_full.yaml,llama31_8b_instruct,gold_gens,gold_full,rkon,1,True,1.3,0,1,configs/experiments/publication_suite/publication_suite_v1_manifest.json,publication_suite_v1,/home/mahmood6/Desktop/projects/mrt/results/runs/gold_gens_llama31_8b_instruct_rkon_k1_gold_full/summary.json,completed,True,True,hf_gold_labelled_gens,tlc4418/gold_labelled_gens,validation,/scratch/gilbreth/mahmood6/data/mrt/gold_labelled_gens/prompt_pools_publication_800_64_100_seed7.jsonl,4,0.8,0.1,800,64,100,32,rkon,1,1.0,sentence-transformers/all-MiniLM-L6-v2,reward_model,Skywork/Skywork-Reward-V2-Llama-3.1-8B,8,True,64,True,1024,1,1,16,1,0.00012,0.01,0.03,5,100,50,8,True,16,32,0.05,adamw_torch,1,16,"[2, 4, 8, 16]",128,1024,0.8,0.95,2,sentence-transformers/all-MiniLM-L6-v2,Skywork/Skywork-Reward-V2-Llama-3.1-8B,8,True,llama31_8b_instruct,True,gold_gens_llama31_8b_instruct_rkon_k1_gold_full,7,2026-03-26T20:52:17+00:00,/scratch/gilbreth/mahmood6/runs/mrt/gold_gens_llama31_8b_instruct_rkon_k1_gold_full/checkpoints,1.7877967357635498,120.2969,17.025,17.025,1.0,1.556356028560549,4.7415117931631,197.78,34.03,-0.7938525390625,-0.7938525390625,-0.7938525390625,181.215,31.27,0.26034170925617217,0.6927569606900215,0.8253029519319535,0.5047021484375,0.5047021484375,3.84306640625,183.7325,31.8,0.2916501784324646,0.7263552977144718,0.8131741407513619,-0.7360726547241211,-0.7360726547241211,6.255146484375,180.94375,31.2025,0.2874815595149994,0.7558667826652526,0.816597009897232,-0.3460246086120605,-0.3460246086120605,9.1457421875,183.1,31.72625,0.3013297933340073,0.7855598470568657,0.8141577991843224,-0.4279086971282959,-0.4279086971282959,10.630234375,183.1,31.72625,0.3013297933340073,0.7855598470568657,0.8141577991843224,-0.4279086971282959,-0.4279086971282959,10.630234375,800,64,100,800,2048,3200,,,
gold_gens_llama31_8b_instruct_rkon_k2_gold_full,configs/experiments/publication_suite/gold_gens_llama31_8b_instruct_rkon_k2_gold_full.yaml,llama31_8b_instruct,gold_gens,gold_full,rkon,2,False,1.08,1,7,configs/experiments/publication_suite/publication_suite_v1_manifest.json,publication_suite_v1,/home/mahmood6/Desktop/projects/mrt/results/runs/gold_gens_llama31_8b_instruct_rkon_k2_gold_full/summary.json,completed,False,True,hf_gold_labelled_gens,tlc4418/gold_labelled_gens,validation,/scratch/gilbreth/mahmood6/data/mrt/gold_labelled_gens/prompt_pools_publication_800_64_100_seed7.jsonl,4,0.8,0.1,800,64,100,32,rkon,2,1.0,sentence-transformers/all-MiniLM-L6-v2,reward_model,Skywork/Skywork-Reward-V2-Llama-3.1-8B,8,True,64,True,1024,1,1,16,1,0.00012,0.01,0.03,5,100,50,8,True,16,32,0.05,adamw_torch,1,16,"[2, 4, 8, 16]",128,1024,0.8,0.95,2,sentence-transformers/all-MiniLM-L6-v2,Skywork/Skywork-Reward-V2-Llama-3.1-8B,8,True,llama31_8b_instruct,True,gold_gens_llama31_8b_instruct_rkon_k2_gold_full,7,2026-03-27T05:12:53+00:00,/scratch/gilbreth/mahmood6/runs/mrt/gold_gens_llama31_8b_instruct_rkon_k2_gold_full/checkpoints,1.7275811433792114,116.2242,17.621,17.621,1.0,1.5149912612047047,4.549381370559417,198.43,34.59,-1.963955078125,-1.963955078125,-1.963955078125,187.905,32.335,0.31897124767303464,0.7004815837740899,0.8151006093621254,-1.896285400390625,-1.896285400390625,2.01954833984375,190.175,32.905,0.31308387100696566,0.7394198235869408,0.8143746355175971,-1.7624111938476563,-1.7624111938476563,4.87718505859375,193.985,33.47,0.31341106474399566,0.7637586840987205,0.8113136875629425,-1.8201454162597657,-1.8201454162597657,7.10128662109375,189.77375,32.683125,0.3079048258066177,0.7814913854002953,0.8128481528162956,-1.8703905487060546,-1.8703905487060546,8.50614501953125,189.77375,32.683125,0.3079048258066177,0.7814913854002953,0.8128481528162956,-1.8703905487060546,-1.8703905487060546,8.50614501953125,800,64,100,1600,2048,3200,,,
gold_gens_llama31_8b_instruct_rkon_k4_gold_full,configs/experiments/publication_suite/gold_gens_llama31_8b_instruct_rkon_k4_gold_full.yaml,llama31_8b_instruct,gold_gens,gold_full,rkon,4,False,1.16,1,3,configs/experiments/publication_suite/publication_suite_v1_manifest.json,publication_suite_v1,/home/mahmood6/Desktop/projects/mrt/results/runs/gold_gens_llama31_8b_instruct_rkon_k4_gold_full/summary.json,completed,False,True,hf_gold_labelled_gens,tlc4418/gold_labelled_gens,validation,/scratch/gilbreth/mahmood6/data/mrt/gold_labelled_gens/prompt_pools_publication_800_64_100_seed7.jsonl,4,0.8,0.1,800,64,100,32,rkon,4,1.0,sentence-transformers/all-MiniLM-L6-v2,reward_model,Skywork/Skywork-Reward-V2-Llama-3.1-8B,8,True,64,True,1024,1,1,16,1,0.00012,0.01,0.03,5,100,50,8,True,16,32,0.05,adamw_torch,1,16,"[2, 4, 8, 16]",128,1024,0.8,0.95,2,sentence-transformers/all-MiniLM-L6-v2,Skywork/Skywork-Reward-V2-Llama-3.1-8B,8,True,llama31_8b_instruct,True,gold_gens_llama31_8b_instruct_rkon_k4_gold_full,7,2026-03-27T03:21:03+00:00,/scratch/gilbreth/mahmood6/runs/mrt/gold_gens_llama31_8b_instruct_rkon_k4_gold_full/checkpoints,1.6963396072387695,115.87,17.675,17.675,1.0,1.4879481157520786,4.42800044681041,189.53,32.95,-1.33094970703125,-1.33094970703125,-1.33094970703125,190.35,33.18,0.30883400022983554,0.7039688155055046,0.8241218933463097,-1.3685107421875,-1.3685107421875,2.31248046875,188.89,32.7575,0.30677510499954225,0.7446686178445816,0.8202793219685555,-1.6837158203125,-1.6837158203125,5.23697265625,194.79875,33.70125,0.3067143487930298,0.7739050737023354,0.8180688640475273,-1.8812615966796875,-1.8812615966796875,7.202373046875,193.149375,33.331875,0.303659593462944,0.7977535623311997,0.8206413859128951,-1.9838375091552733,-1.9838375091552733,9.183623046875,193.149375,33.331875,0.303659593462944,0.7977535623311997,0.8206413859128951,-1.9838375091552733,-1.9838375091552733,9.183623046875,800,64,100,3200,2048,3200,,,
gold_gens_llama31_8b_instruct_rkon_k8_gold_full,configs/experiments/publication_suite/gold_gens_llama31_8b_instruct_rkon_k8_gold_full.yaml,llama31_8b_instruct,gold_gens,gold_full,rkon,8,False,1.32,1,9,configs/experiments/publication_suite/publication_suite_v1_manifest.json,publication_suite_v1,/home/mahmood6/Desktop/projects/mrt/results/runs/gold_gens_llama31_8b_instruct_rkon_k8_gold_full/summary.json,completed,False,True,hf_gold_labelled_gens,tlc4418/gold_labelled_gens,validation,/scratch/gilbreth/mahmood6/data/mrt/gold_labelled_gens/prompt_pools_publication_800_64_100_seed7.jsonl,4,0.8,0.1,800,64,100,32,rkon,8,1.0,sentence-transformers/all-MiniLM-L6-v2,reward_model,Skywork/Skywork-Reward-V2-Llama-3.1-8B,8,True,64,True,1024,1,1,16,1,0.00012,0.01,0.03,5,100,50,8,True,16,32,0.05,adamw_torch,1,16,"[2, 4, 8, 16]",128,1024,0.8,0.95,2,sentence-transformers/all-MiniLM-L6-v2,Skywork/Skywork-Reward-V2-Llama-3.1-8B,8,True,llama31_8b_instruct,True,gold_gens_llama31_8b_instruct_rkon_k8_gold_full,7,2026-03-27T06:54:17+00:00,/scratch/gilbreth/mahmood6/runs/mrt/gold_gens_llama31_8b_instruct_rkon_k8_gold_full/checkpoints,1.6732804775238037,118.0015,17.356,17.356,1.0,1.461856501349248,4.313960973067701,208.4,35.54,-0.73099609375,-0.73099609375,-0.73099609375,190.57,32.59,0.2902899032831192,0.7065084984898568,0.829838248193264,-1.748916015625,-1.748916015625,2.3506640625,191.87,32.8175,0.29377293825149536,0.7567071142792702,0.8318969479203224,-1.9543562316894532,-1.9543562316894532,4.394609375,195.47,33.4,0.2948660171031952,0.7837748193740844,0.8300147330760956,-1.7918460845947266,-1.7918460845947266,7.01544921875,194.716875,33.383125,0.2963141828775406,0.8027603578567505,0.8292694061994552,-1.9624222946166991,-1.9624222946166991,8.42439453125,194.716875,33.383125,0.2963141828775406,0.8027603578567505,0.8292694061994552,-1.9624222946166991,-1.9624222946166991,8.42439453125,800,64,100,6400,2048,3200,,,
gold_gens_llama31_8b_instruct_rkon_k16_gold_full,configs/experiments/publication_suite/gold_gens_llama31_8b_instruct_rkon_k16_gold_full.yaml,llama31_8b_instruct,gold_gens,gold_full,rkon,16,True,2.05,1,1,configs/experiments/publication_suite/publication_suite_v1_manifest.json,publication_suite_v1,/home/mahmood6/Desktop/projects/mrt/results/runs/gold_gens_llama31_8b_instruct_rkon_k16_gold_full/summary.json,completed,True,True,hf_gold_labelled_gens,tlc4418/gold_labelled_gens,validation,/scratch/gilbreth/mahmood6/data/mrt/gold_labelled_gens/prompt_pools_publication_800_64_100_seed7.jsonl,4,0.8,0.1,800,64,100,32,rkon,16,1.0,sentence-transformers/all-MiniLM-L6-v2,reward_model,Skywork/Skywork-Reward-V2-Llama-3.1-8B,8,True,64,True,1024,1,1,16,1,0.00012,0.01,0.03,5,100,50,8,True,16,32,0.05,adamw_torch,1,16,"[2, 4, 8, 16]",128,1024,0.8,0.95,2,sentence-transformers/all-MiniLM-L6-v2,Skywork/Skywork-Reward-V2-Llama-3.1-8B,8,True,llama31_8b_instruct,True,gold_gens_llama31_8b_instruct_rkon_k16_gold_full,7,2026-03-26T21:54:57+00:00,/scratch/gilbreth/mahmood6/runs/mrt/gold_gens_llama31_8b_instruct_rkon_k16_gold_full/checkpoints,1.6420397758483887,115.87,17.675,17.675,1.0,1.4414142263540999,4.226669059016172,195.51,34.14,-2.565625,-2.565625,-2.565625,201.46,34.8,0.2864703494310379,0.7114420346915722,0.8394372415542602,-1.6285615539550782,-1.6285615539550782,1.7298641967773438,203.6875,35.2825,0.28783080279827117,0.7555621296167374,0.8396147003769875,-1.6077215576171875,-1.6077215576171875,4.654531555175781,201.81125,34.8375,0.28814644515514376,0.7820984306931495,0.8374189960956574,-1.9782081985473632,-1.9782081985473632,6.6688671875,196.350625,33.840625,0.28706298232078553,0.8028214257955552,0.8353153958916664,-1.9492707443237305,-1.9492707443237305,8.29583984375,196.350625,33.840625,0.28706298232078553,0.8028214257955552,0.8353153958916664,-1.9492707443237305,-1.9492707443237305,8.29583984375,800,64,100,12800,2048,3200,,,
nectar_llama31_8b_instruct_bkon_k1_nectar_full,configs/experiments/publication_suite/nectar_llama31_8b_instruct_bkon_k1_nectar_full.yaml,llama31_8b_instruct,nectar,nectar_full,bkon,1,True,1.235,0,20,configs/experiments/publication_suite/publication_suite_v1_manifest.json,publication_suite_v1,/home/mahmood6/Desktop/projects/mrt/results/runs/nectar_llama31_8b_instruct_bkon_k1_nectar_full/summary.json,completed,True,True,hf_nectar,berkeley-nest/Nectar,train,/scratch/gilbreth/mahmood6/data/mrt/nectar/prompt_pools_publication_1200_128_256_seed7.jsonl,4,0.8,0.1,1200,128,256,7,bkon,1,1.0,sentence-transformers/all-MiniLM-L6-v2,reward_model,Skywork/Skywork-Reward-V2-Llama-3.1-8B,8,True,7,True,1024,1,1,16,1,0.00012,0.01,0.03,5,100,50,8,True,16,32,0.05,adamw_torch,1,16,"[2, 4, 8, 16]",128,1024,0.8,0.95,2,sentence-transformers/all-MiniLM-L6-v2,Skywork/Skywork-Reward-V2-Llama-3.1-8B,8,True,llama31_8b_instruct,True,nectar_llama31_8b_instruct_bkon_k1_nectar_full,7,2026-03-29T06:47:41+00:00,/scratch/gilbreth/mahmood6/runs/mrt/nectar_llama31_8b_instruct_bkon_k1_nectar_full/checkpoints,0.9768108129501343,95.964,9.264,9.264,1.0,0.9506979803601856,2.5875150638703555,438.3203125,72.65625,5.702312469482422,5.702312469482422,5.702312469482422,436.443359375,72.341796875,0.2608250689227134,0.7080203220830299,0.8124423143453896,5.995176792144775,5.995176792144775,8.643533706665039,438.3017578125,72.421875,0.25803499296307564,0.7455083052627742,0.8117475722683594,5.948634743690491,5.948634743690491,10.481611251831055,439.2373046875,72.6962890625,0.2582580766174942,0.7792593238409609,0.8132816881407052,5.886511094868183,5.886511094868183,12.203998565673828,437.689208984375,72.475341796875,0.2610654158052057,0.804538487107493,0.8131339395185933,5.723605055361986,5.723605055361986,13.453506469726562,437.689208984375,72.475341796875,0.2610654158052057,0.804538487107493,0.8131339395185933,5.723605055361986,5.723605055361986,13.453506469726562,1200,128,256,1200,895,1791,,,
nectar_llama31_8b_instruct_bkon_k2_nectar_full,configs/experiments/publication_suite/nectar_llama31_8b_instruct_bkon_k2_nectar_full.yaml,llama31_8b_instruct,nectar,nectar_full,bkon,2,False,1.026,1,23,configs/experiments/publication_suite/publication_suite_v1_manifest.json,publication_suite_v1,/home/mahmood6/Desktop/projects/mrt/results/runs/nectar_llama31_8b_instruct_bkon_k2_nectar_full/summary.json,completed,False,True,hf_nectar,berkeley-nest/Nectar,train,/scratch/gilbreth/mahmood6/data/mrt/nectar/prompt_pools_publication_1200_128_256_seed7.jsonl,4,0.8,0.1,1200,128,256,7,bkon,2,1.0,sentence-transformers/all-MiniLM-L6-v2,reward_model,Skywork/Skywork-Reward-V2-Llama-3.1-8B,8,True,7,True,1024,1,1,16,1,0.00012,0.01,0.03,5,100,50,8,True,16,32,0.05,adamw_torch,1,16,"[2, 4, 8, 16]",128,1024,0.8,0.95,2,sentence-transformers/all-MiniLM-L6-v2,Skywork/Skywork-Reward-V2-Llama-3.1-8B,8,True,llama31_8b_instruct,True,nectar_llama31_8b_instruct_bkon_k2_nectar_full,7,2026-03-29T10:04:34+00:00,/scratch/gilbreth/mahmood6/runs/mrt/nectar_llama31_8b_instruct_bkon_k2_nectar_full/checkpoints,0.9646381735801697,59.3404,14.981,14.981,1.0,0.9349900790153928,2.5471881869988575,417.98046875,69.73046875,4.786990165710449,4.786990165710449,4.786990165710449,422.94140625,70.099609375,0.27807522658258677,0.7182953704614192,0.8188498037634417,5.537974119186401,5.537974119186401,8.359533309936523,421.67578125,69.94140625,0.2740317767020315,0.758162205806002,0.8196058977628127,5.62369966506958,5.62369966506958,10.362922668457031,421.41943359375,69.9892578125,0.2718535696621984,0.7880184628302231,0.8179025320569053,5.482654631137848,5.482654631137848,12.027488708496094,422.759521484375,70.242431640625,0.2705118090379983,0.8081029950408265,0.8179453219054267,5.471366561949253,5.471366561949253,13.450736999511719,422.759521484375,70.242431640625,0.2705118090379983,0.8081029950408265,0.8179453219054267,5.471366561949253,5.471366561949253,13.450736999511719,1200,128,256,2400,895,1791,,,
nectar_llama31_8b_instruct_bkon_k4_nectar_full,configs/experiments/publication_suite/nectar_llama31_8b_instruct_bkon_k4_nectar_full.yaml,llama31_8b_instruct,nectar,nectar_full,bkon,4,True,1.377,1,20,configs/experiments/publication_suite/publication_suite_v1_manifest.json,publication_suite_v1,/home/mahmood6/Desktop/projects/mrt/results/runs/nectar_llama31_8b_instruct_bkon_k4_nectar_full/summary.json,completed,True,True,hf_nectar,berkeley-nest/Nectar,train,/scratch/gilbreth/mahmood6/data/mrt/nectar/prompt_pools_publication_1200_128_256_seed7.jsonl,4,0.8,0.1,1200,128,256,7,bkon,4,1.0,sentence-transformers/all-MiniLM-L6-v2,reward_model,Skywork/Skywork-Reward-V2-Llama-3.1-8B,8,True,7,True,1024,1,1,16,1,0.00012,0.01,0.03,5,100,50,8,True,16,32,0.05,adamw_torch,1,16,"[2, 4, 8, 16]",128,1024,0.8,0.95,2,sentence-transformers/all-MiniLM-L6-v2,Skywork/Skywork-Reward-V2-Llama-3.1-8B,8,True,llama31_8b_instruct,True,nectar_llama31_8b_instruct_bkon_k4_nectar_full,7,2026-03-27T21:38:01+00:00,/scratch/gilbreth/mahmood6/runs/mrt/nectar_llama31_8b_instruct_bkon_k4_nectar_full/checkpoints,0.9228634834289551,58.5469,15.184,15.184,1.0,0.8935461419773852,2.4437802959084545,388.1484375,64.5859375,4.800544738769531,4.800544738769531,4.800544738769531,386.837890625,64.61328125,0.26235627895221114,0.7248679717304185,0.8328386475332081,4.217318058013916,4.217318058013916,6.932611465454102,388.68359375,64.90234375,0.2629790445789695,0.7656981848413125,0.8319651887286454,4.263930559158325,4.263930559158325,9.20166301727295,391.12646484375,65.3115234375,0.2624541837722063,0.7910518139833584,0.8311524294549599,4.644173637032509,4.644173637032509,10.991856575012207,392.06884765625,65.48193359375,0.2690141962375492,0.813754215138033,0.8275973803829402,4.566412741318345,4.566412741318345,12.594947814941406,392.06884765625,65.48193359375,0.2690141962375492,0.813754215138033,0.8275973803829402,4.566412741318345,4.566412741318345,12.594947814941406,1200,128,256,4800,895,1791,,,
